segment_id,run_id,frame_index,physical_region_id,region_id,conditioned_track_count,conditioned_track_ids,shared_response_semantics
TERGS_406E06BEE8B19831E091,R02ZF,489,TERGV1PR_2774FA66B2990A93B1F1,R02ZF_SARF000489__Q095__R0001,4,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,489,TERGV1PR_387D4617793DDD7D85E5,R02ZF_SARF000489__Q095__R0014,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,489,TERGV1PR_46219A2EE36994261315,R02ZF_SARF000489__Q095__R0011,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,489,TERGV1PR_4B3429AD4D77C45938D4,R02ZF_SARF000489__Q095__R0019,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,489,TERGV1PR_577A151208357DB53761,R02ZF_SARF000489__Q095__R0006,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,489,TERGV1PR_74A10BC89E5BBF4D4C0C,R02ZF_SARF000489__Q095__R0038,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,489,TERGV1PR_7A9F672DA0A846AAC853,R02ZF_SARF000489__Q095__R0044,3,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,489,TERGV1PR_B491F2F0C8285FDF419C,R02ZF_SARF000489__Q095__R0008,3,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,489,TERGV1PR_C10ACDAF4BF5B983A42F,R02ZF_SARF000489__Q095__R0018,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,490,TERGV1PR_0481ED59B3462C97D936,R02ZF_SARF000490__Q095__R0051,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,490,TERGV1PR_141DC01FBCE30EE542B8,R02ZF_SARF000490__Q095__R0009,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,490,TERGV1PR_160C462F2D69D2B79444,R02ZF_SARF000490__Q095__R0026,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,490,TERGV1PR_16BAE9FD0C260A20AE53,R02ZF_SARF000490__Q095__R0028,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,490,TERGV1PR_19BC129CEA83C997E4CA,R02ZF_SARF000490__Q095__R0022,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,490,TERGV1PR_2E49C462527D655C6A3B,R02ZF_SARF000490__Q095__R0050,2,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,490,TERGV1PR_7C4E7A409EC5C065D986,R02ZF_SARF000490__Q095__R0020,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,490,TERGV1PR_7CB07004310FD5E9F795,R02ZF_SARF000490__Q095__R0043,2,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,490,TERGV1PR_94B019B7A49EBE98A941,R02ZF_SARF000490__Q095__R0045,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,490,TERGV1PR_A5CA9B2FA3402A1BE1ED,R02ZF_SARF000490__Q095__R0011,2,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,490,TERGV1PR_A87DB9F7549D4EB77D40,R02ZF_SARF000490__Q095__R0014,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,490,TERGV1PR_E7D4BAD1184CE7FA35D7,R02ZF_SARF000490__Q095__R0012,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,490,TERGV1PR_ED5020D4AB53724BA8D8,R02ZF_SARF000490__Q095__R0006,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,490,TERGV1PR_F5FCA2B8F160DC99D0EA,R02ZF_SARF000490__Q095__R0047,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,491,TERGV1PR_1CD3A1F4A6798C3000C5,R02ZF_SARF000491__Q095__R0054,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,491,TERGV1PR_4866FD3E40D9E9B4270E,R02ZF_SARF000491__Q095__R0027,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,491,TERGV1PR_627AB9C7C35FE0195489,R02ZF_SARF000491__Q095__R0037,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,491,TERGV1PR_703157A5234D78FC0FC4,R02ZF_SARF000491__Q095__R0003,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,491,TERGV1PR_7A517F2BEF490EB493BD,R02ZF_SARF000491__Q095__R0011,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,491,TERGV1PR_81E0221A9BDF9972DD5A,R02ZF_SARF000491__Q095__R0039,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,491,TERGV1PR_8380967D7072A6F0F716,R02ZF_SARF000491__Q095__R0044,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,491,TERGV1PR_8E538BC49EACFF55D661,R02ZF_SARF000491__Q095__R0058,2,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,491,TERGV1PR_B60C61E2C2BAD9C202AA,R02ZF_SARF000491__Q095__R0010,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,491,TERGV1PR_CDE0E49A8D9836E4B937,R02ZF_SARF000491__Q095__R0012,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,491,TERGV1PR_DC1013A510B5F98AD25B,R02ZF_SARF000491__Q095__R0059,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,491,TERGV1PR_DD2BA97B318AA9AA531B,R02ZF_SARF000491__Q095__R0004,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,491,TERGV1PR_E2966110B50054D2DE30,R02ZF_SARF000491__Q095__R0045,2,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,491,TERGV1PR_EDF0969CCEC855A9688A,R02ZF_SARF000491__Q095__R0013,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,491,TERGV1PR_EF71EAFD4450309DE32D,R02ZF_SARF000491__Q095__R0029,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_16B3A37ADAAF572957C8,R02ZF_SARF000492__Q095__R0035,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_2C88CBD265568FFE9C02,R02ZF_SARF000492__Q095__R0049,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_2F1E339250ECD995A10B,R02ZF_SARF000492__Q095__R0043,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_3B7765AE925A09BBAE9B,R02ZF_SARF000492__Q095__R0011,2,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_4A85922053D168100F49,R02ZF_SARF000492__Q095__R0014,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_4F14EE8AC7402993DA28,R02ZF_SARF000492__Q095__R0007,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_62D1E0E4199134E48D3C,R02ZF_SARF000492__Q095__R0046,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_69F750386009B9896EC7,R02ZF_SARF000492__Q095__R0009,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_6F4B2BE8F317210FB485,R02ZF_SARF000492__Q095__R0048,2,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_70A00A42AB29F017D4DD,R02ZF_SARF000492__Q095__R0013,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_7A4E432498AF08FFA557,R02ZF_SARF000492__Q095__R0030,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_8F91BB0EE492840435E9,R02ZF_SARF000492__Q095__R0026,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_8FDBC7F118590CD76733,R02ZF_SARF000492__Q095__R0012,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_9247AE1B1FF744377C53,R02ZF_SARF000492__Q095__R0021,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_A0715A46D9B3AEFF7D97,R02ZF_SARF000492__Q095__R0040,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_AB1E8B34EF1E70D0FB20,R02ZF_SARF000492__Q095__R0023,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,492,TERGV1PR_FB6A5E402050EC3C45F7,R02ZF_SARF000492__Q095__R0005,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_19DD3E637C5C3774E15B,R02ZF_SARF000493__Q095__R0005,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_5980F514921AD9F30FB7,R02ZF_SARF000493__Q095__R0029,2,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_6442C2CFB751EB2726FC,R02ZF_SARF000493__Q095__R0032,2,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_6A319DFA2FAADB40F64B,R02ZF_SARF000493__Q095__R0052,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_7534F87853C6EAF15692,R02ZF_SARF000493__Q095__R0033,2,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_7BCFB7A11269469156CE,R02ZF_SARF000493__Q095__R0031,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_7C69BFC892594E57CC21,R02ZF_SARF000493__Q095__R0003,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_8EF8E88D97766F584D73,R02ZF_SARF000493__Q095__R0043,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_B136108FA931DB3DC766,R02ZF_SARF000493__Q095__R0023,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_BF9973822934431D254F,R02ZF_SARF000493__Q095__R0045,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_CE32430EA8A07D6B1840,R02ZF_SARF000493__Q095__R0017,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_DE08437CEF886ADF02B9,R02ZF_SARF000493__Q095__R0008,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_EB1FCB160F7AF7B19521,R02ZF_SARF000493__Q095__R0002,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_F4F71D102FDDDFFA396A,R02ZF_SARF000493__Q095__R0004,4,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_FC83EBF0B32C8A1657F0,R02ZF_SARF000493__Q095__R0028,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,493,TERGV1PR_FD80DA67AEA865134973,R02ZF_SARF000493__Q095__R0040,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,494,TERGV1PR_191228981B33949B52BE,R02ZF_SARF000494__Q095__R0001,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,494,TERGV1PR_1995A75726F8DE28607E,R02ZF_SARF000494__Q095__R0030,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,494,TERGV1PR_4B98B2EE0838423332AE,R02ZF_SARF000494__Q095__R0049,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,494,TERGV1PR_581B8582B6F7AC157C69,R02ZF_SARF000494__Q095__R0039,3,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,494,TERGV1PR_58905A4E1145EDBC6378,R02ZF_SARF000494__Q095__R0007,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
TERGS_406E06BEE8B19831E091,R02ZF,494,TERGV1PR_63EF485994106EE6C519,R02ZF_SARF000494__Q095__R0037,2,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,ONE_PHYSICAL_SAR_REGION_REFERENCED_BY_MULTIPLE_OPTICAL_INCIDENCES
